record_id,rna_id,source_model,status,sequence_length,gt_pair_count,predicted_pair_count,pair_scores_available,raw_pair_score_path,raw_pair_score_sha256,raw_pair_score_sha256_after,raw_pair_score_unchanged,normalized_pair_score_path,normalized_pair_score_sha256,normalized_pair_score_size_bytes,score_shape,score_dtype,diagonal_nonzero_count_before,diagonal_min_before,diagonal_max_before,max_asymmetry_before,min_score_before,max_score_before,diagonal_nonzero_count_after,max_asymmetry_after,min_score_after,max_score_after,max_off_diagonal_absolute_change,warnings,failure_reason
legacy121_v1__2khy_38_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2KHY_38_hpbulge_nmr_A,trrosettarna2_native_ss,valid,38,9,15,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2KHY_38_hpbulge_nmr_A/2KHY_38_hpbulge_nmr_A_ss_prob.npz,98fa5fe003f73855013efc1ce603ef249ef073147ae5805a1ea26a966303cd88,98fa5fe003f73855013efc1ce603ef249ef073147ae5805a1ea26a966303cd88,true,pair_scores/legacy121_v1__2khy_38_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,f85e44a56f165836dace22c5a1d9c6d2e6c0a55ee667dabae2f4be27821efc2a,4163,38x38,float32,38,1.0124409755007946e-06,3.1546633181278594e-06,0.0,9.729679959491477e-07,0.9999823570251465,0,0.0,0.0,0.9999823570251465,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2kpv_34_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2KPV_34_hpbulge_nmr_A,rnafold,valid,34,13,12,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2kpv_34_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2KPV_34_hpbulge_nmr_A,petfold,valid,34,13,12,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2kpv_34_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2KPV_34_hpbulge_nmr_A,trrosettarna2_native_ss,valid,34,13,14,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2KPV_34_hpbulge_nmr_A/2KPV_34_hpbulge_nmr_A_ss_prob.npz,5656c011f29109e87ddfd8145c8778a05ac705078fa5de149c6d950a565bd249,5656c011f29109e87ddfd8145c8778a05ac705078fa5de149c6d950a565bd249,true,pair_scores/legacy121_v1__2kpv_34_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,af938e98d0aabaebfda75932247354807dfe9b5ae0b8489782bb103e73893bcf,3375,34x34,float32,34,9.99513531496632e-07,1.7747040601534536e-06,0.0,9.734733339428203e-07,0.9999810457229614,0,0.0,0.0,0.9999810457229614,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2krl_102_3wj_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2KRL_102_3wj_nmr_A,rnafold,valid,102,28,29,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2krl_102_3wj_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2KRL_102_3wj_nmr_A,petfold,valid,102,28,30,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2krl_102_3wj_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2KRL_102_3wj_nmr_A,trrosettarna2_native_ss,valid,102,28,36,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2KRL_102_3wj_nmr_A/2KRL_102_3wj_nmr_A_ss_prob.npz,cff2f1b9739e5f9d8cda05c52d3b3ac8ffbd8fd11976a93b9080d2aeaf25a243,cff2f1b9739e5f9d8cda05c52d3b3ac8ffbd8fd11976a93b9080d2aeaf25a243,true,pair_scores/legacy121_v1__2krl_102_3wj_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,0e0d6a8af40025902ed733fd9049ab953fbfafa82c3e1af63f87ac327dbf61a4,31490,102x102,float32,102,1.0236985872325022e-06,3.836932137346594e-06,0.0,1.00899774224672e-06,0.999691367149353,0,0.0,0.0,0.999691367149353,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2kvn_17_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2KVN_17_hp_nmr_A,rnafold,valid,17,5,5,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2kvn_17_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2KVN_17_hp_nmr_A,petfold,valid,17,5,5,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2kvn_17_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2KVN_17_hp_nmr_A,trrosettarna2_native_ss,valid,17,5,6,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2KVN_17_hp_nmr_A/2KVN_17_hp_nmr_A_ss_prob.npz,8f0f21502fbe7a264d05724fcb6b279fd7edf608ee186e24be0308a20942d62d,8f0f21502fbe7a264d05724fcb6b279fd7edf608ee186e24be0308a20942d62d,true,pair_scores/legacy121_v1__2kvn_17_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,6458974b194ae992abb1b619c004fb33850ac682551b0e4d091e17afceb094f3,1016,17x17,float32,17,1.0605220950310468e-06,2.4415367079200223e-05,0.0,9.77686340775108e-07,0.9999815821647644,0,0.0,0.0,0.9999815821647644,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2kzl_55_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2KZL_55_hpbulge_nmr_A,rnafold,valid,55,13,14,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2kzl_55_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2KZL_55_hpbulge_nmr_A,petfold,valid,55,13,14,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2kzl_55_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2KZL_55_hpbulge_nmr_A,trrosettarna2_native_ss,valid,55,13,21,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2KZL_55_hpbulge_nmr_A/2KZL_55_hpbulge_nmr_A_ss_prob.npz,fd622dc7998c97ff6887636101ff6d2e3296397620fc9e6b710ca6a957a72b41,fd622dc7998c97ff6887636101ff6d2e3296397620fc9e6b710ca6a957a72b41,true,pair_scores/legacy121_v1__2kzl_55_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,b2bf0046275fa82789a04836cc25562a998198b6230a503823c1b2f21898ccd4,8719,55x55,float32,55,1.0144971156478277e-06,2.3531538317911327e-06,0.0,9.661930562288035e-07,0.999969482421875,0,0.0,0.0,0.999969482421875,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2l2j_42_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2L2J_42_hp_nmr_A,rnafold,valid,42,17,17,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2l2j_42_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2L2J_42_hp_nmr_A,petfold,valid,42,17,19,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2l2j_42_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2L2J_42_hp_nmr_A,trrosettarna2_native_ss,valid,42,17,20,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2L2J_42_hp_nmr_A/2L2J_42_hp_nmr_A_ss_prob.npz,44c7d8a082f60d384f64ef9b2affb6ad3010007dcac98894ed9a97ee2035436b,44c7d8a082f60d384f64ef9b2affb6ad3010007dcac98894ed9a97ee2035436b,true,pair_scores/legacy121_v1__2l2j_42_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,1b184ee36a92996adfc600cc05c821f8bb0b2d7ef5a514d33c82e642bef26239,5040,42x42,float32,42,9.930678288583294e-07,4.0245977288577706e-06,0.0,9.647783372201957e-07,0.9999828338623047,0,0.0,0.0,0.9999828338623047,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2l3e_35_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2L3E_35_hpbulge_nmr_A,rnafold,valid,35,13,13,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2l3e_35_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2L3E_35_hpbulge_nmr_A,petfold,valid,35,13,13,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2l3e_35_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2L3E_35_hpbulge_nmr_A,trrosettarna2_native_ss,valid,35,13,14,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2L3E_35_hpbulge_nmr_A/2L3E_35_hpbulge_nmr_A_ss_prob.npz,6aab92c4e214af5470ddd4a7e9a7bd3cce3a129c9ad941a583a98c3dea678b9d,6aab92c4e214af5470ddd4a7e9a7bd3cce3a129c9ad941a583a98c3dea678b9d,true,pair_scores/legacy121_v1__2l3e_35_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,c58c6a320be4b1a753b0df46881631714cb8e1e04d82f4db6ebf2b958dab14dd,3540,35x35,float32,35,1.0344099337089574e-06,3.7818276723555755e-06,0.0,9.709362984722247e-07,0.9999820590019226,0,0.0,0.0,0.9999820590019226,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2l5z_26_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2L5Z_26_hpbulge_nmr_A,rnafold,valid,26,9,9,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2l5z_26_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2L5Z_26_hpbulge_nmr_A,petfold,valid,26,9,9,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2l5z_26_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2L5Z_26_hpbulge_nmr_A,trrosettarna2_native_ss,valid,26,9,11,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2L5Z_26_hpbulge_nmr_A/2L5Z_26_hpbulge_nmr_A_ss_prob.npz,4f8a32ee60699a62fa0377a9e0250594d1b488c389612a3db3be123c692c7769,4f8a32ee60699a62fa0377a9e0250594d1b488c389612a3db3be123c692c7769,true,pair_scores/legacy121_v1__2l5z_26_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,d31a0fe94b74e75289483b85ba25065c7da7b5a5c3a867884e7029d76fa7d7a7,2052,26x26,float32,26,1.0075503951156861e-06,8.080725820036605e-06,0.0,9.681120900495443e-07,0.9999825358390808,0,0.0,0.0,0.9999825358390808,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2lbl_17_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2LBL_17_hp_nmr_A,rnafold,valid,17,5,5,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2lbl_17_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2LBL_17_hp_nmr_A,petfold,valid,17,5,5,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2lbl_17_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2LBL_17_hp_nmr_A,trrosettarna2_native_ss,valid,17,5,5,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2LBL_17_hp_nmr_A/2LBL_17_hp_nmr_A_ss_prob.npz,68541f47a4235878d06d6315e3d6f83f23d9d168645ac48f161afbb6f84e252c,68541f47a4235878d06d6315e3d6f83f23d9d168645ac48f161afbb6f84e252c,true,pair_scores/legacy121_v1__2lbl_17_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,7faf9c94ce03d9a98ea5c2a5f189cfcbc478289dc12af846cd5ccefe647e81a4,1012,17x17,float32,17,1.0143434110432281e-06,1.4521673392664525e-06,0.0,9.757725365489023e-07,0.9999820590019226,0,0.0,0.0,0.9999820590019226,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2ldl_27_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2LDL_27_hp_nmr_A,rnafold,valid,27,9,10,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2ldl_27_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2LDL_27_hp_nmr_A,petfold,valid,27,9,11,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2ldl_27_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2LDL_27_hp_nmr_A,trrosettarna2_native_ss,valid,27,9,10,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2LDL_27_hp_nmr_A/2LDL_27_hp_nmr_A_ss_prob.npz,898ba77cce723ef96ca0eb1a7500fb05ab8bffd385bf51babaeecda7df165074,898ba77cce723ef96ca0eb1a7500fb05ab8bffd385bf51babaeecda7df165074,true,pair_scores/legacy121_v1__2ldl_27_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,1529cb89e2ed488b2760f90fb97e3660d02df030fbe76d45c06bc96aed35571b,2188,27x27,float32,27,1.0197489928032155e-06,1.5611728940712055e-06,0.0,9.705529464554274e-07,0.99997878074646,0,0.0,0.0,0.99997878074646,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2ldt_31_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2LDT_31_hp_nmr_A,rnafold,valid,31,11,11,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2ldt_31_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2LDT_31_hp_nmr_A,petfold,valid,31,11,11,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2ldt_31_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2LDT_31_hp_nmr_A,trrosettarna2_native_ss,valid,31,11,13,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2LDT_31_hp_nmr_A/2LDT_31_hp_nmr_A_ss_prob.npz,2aabf803fbf1b03ba9f06f8107d1839bc8f909c281ef7613fecda45409e56524,2aabf803fbf1b03ba9f06f8107d1839bc8f909c281ef7613fecda45409e56524,true,pair_scores/legacy121_v1__2ldt_31_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,95055832aa497e18950b2ac1f3edc9f1f6692734d735d8f01acd296acaa26233,2827,31x31,float32,31,1.0020806939792237e-06,1.5955956769175828e-06,0.0,9.825952247410896e-07,0.9999773502349854,0,0.0,0.0,0.9999773502349854,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2lhp_37_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2LHP_37_hp_nmr_A,rnafold,valid,37,15,15,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2lhp_37_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2LHP_37_hp_nmr_A,petfold,valid,37,15,15,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2lhp_37_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2LHP_37_hp_nmr_A,trrosettarna2_native_ss,valid,37,15,17,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2LHP_37_hp_nmr_A/2LHP_37_hp_nmr_A_ss_prob.npz,d537fdc9c0ac40da4cf2d92c1890cc285af6373b97c4451ed4444a5243d66005,d537fdc9c0ac40da4cf2d92c1890cc285af6373b97c4451ed4444a5243d66005,true,pair_scores/legacy121_v1__2lhp_37_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,33ed429519b234e09447b3df0e29c6349e8ebb0bb49ca10d20cb3c58abf6da3e,3918,37x37,float32,37,1.0241778909403365e-06,2.58782483797404e-06,0.0,9.679747563495766e-07,0.9999827146530151,0,0.0,0.0,0.9999827146530151,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2li4_32_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2LI4_32_hp_nmr_A,rnafold,valid,32,14,14,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2li4_32_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2LI4_32_hp_nmr_A,petfold,valid,32,14,14,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2li4_32_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2LI4_32_hp_nmr_A,trrosettarna2_native_ss,valid,32,14,15,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2LI4_32_hp_nmr_A/2LI4_32_hp_nmr_A_ss_prob.npz,8010f156760e910f89276e3def4ef5a2ef3087a86cdbe1aceec3ee735e06ff08,8010f156760e910f89276e3def4ef5a2ef3087a86cdbe1aceec3ee735e06ff08,true,pair_scores/legacy121_v1__2li4_32_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,654a4a37f0ddc0e65adce8b3eb43abd4b9c19a036e301f20005c1b454ef588b5,2971,32x32,float32,32,1.0158375971514033e-06,6.654503522440791e-06,0.0,9.657071586843813e-07,0.9999831914901733,0,0.0,0.0,0.9999831914901733,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2ljj_27_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2LJJ_27_hpbulge_nmr_A,rnafold,valid,27,9,10,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2ljj_27_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2LJJ_27_hpbulge_nmr_A,petfold,valid,27,9,10,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__2ljj_27_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,2LJJ_27_hpbulge_nmr_A,trrosettarna2_native_ss,valid,27,9,9,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/2LJJ_27_hpbulge_nmr_A/2LJJ_27_hpbulge_nmr_A_ss_prob.npz,659cc21552b735f92dfaedf79caafb49d27d0b9111d866e44b0bfb64f8451eb1,659cc21552b735f92dfaedf79caafb49d27d0b9111d866e44b0bfb64f8451eb1,true,pair_scores/legacy121_v1__2ljj_27_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,b5d8358c721436a2c6992ee5b8a1649083a88e705bd26b1b1bf9bfc20915264f,2228,27x27,float32,27,9.973236956284381e-07,4.141541921853786e-06,0.0,9.840804295890848e-07,0.9999815821647644,0,0.0,0.0,0.9999815821647644,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__2lk3_24_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,2LK3_24_hpbulge_nmr_A,rnafold,valid,24,9,9,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__2lk3_24_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,2LK3_24_hpbulge_nmr_A,petfold,valid,24,9,9,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
